*Customers / Projects,*Customers / Projects,ERPS_EY_MICROSOFT,EY / Microsoft,,,,,,,,,EY / Microsoft,,,N
*Customers / Projects,*Customers / Projects,ERPS_EY_P&G,,,,,,,,,,ERPS_EY_P&G,,,N
*Customers / Projects,*Customers / Projects,ERPS_EY_P&G,EY / P&G,,,,,,,,,EY / P&G,,,N
*Customers / Projects,*Customers / Projects,ERPS_FHNW,,,,,,,,,,ERPS_FHNW,,,N
*Customers / Projects,*Customers / Projects,ERPS_FHNW,FHNW,,,,,,,,,FHNW,,,N
*Customers / Projects,*Customers / Projects,ERPS_FINSERV,,,,,,,,,,ERPS_FINSERV,,,N
*Customers / Projects,*Customers / Projects,ERPS_FINSERV,FINserv,,,,,,,,,FINserv,,,N
*Customers / Projects,*Customers / Projects,ERPS_GATE_GOURMET,,,,,,,,,,ERPS_GATE_GOURMET,,,N
*Customers / Projects,*Customers / Projects,ERPS_GATE_GOURMET,Gate Gourmet,,,,,,,,,Gate Gourmet,,,N
*Customers / Projects,*Customers / Projects,ERPS_GHERZI,,,,,,,,,,ERPS_GHERZI,,,N
*Customers / Projects,*Customers / Projects,ERPS_GHERZI,Gherzi,,,,,,,,,Gherzi,,,N
*Customers / Projects,*Customers / Projects,ERPS_Glas_Trösch,,,,,,,,,,ERPS_Glas_Trösch,,,N
*Customers / Projects,*Customers / Projects,ERPS_Glas_Trösch,Glas Trösch,,,,,,,,,Glas Trösch,,,N
*Customers / Projects,*Customers / Projects,ERPS_GMC,,,,,,,,,,ERPS_GMC,,,N
*Customers / Projects,*Customers / Projects,ERPS_GMC,GMC,,,,,,,,,GMC,,,N
*Customers / Projects,*Customers / Projects,ERPS_Granovit,,,,,,,,,,ERPS_Granovit,,,N
*Customers / Projects,*Customers / Projects,ERPS_Granovit,Granovit,,,,,,,,,Granovit,,,N
*Customers / Projects,*Customers / Projects,ERPS_HAMILTON,,,,,,,,,,ERPS_HAMILTON,,,N
*Customers / Projects,*Customers / Projects,ERPS_HAMILTON,Hamilton,,,,,,,,,Hamilton,,,N
*Customers / Projects,*Customers / Projects,ERPS_Hitachi,,,,,,,,,,ERPS_Hitachi,,,N
*Customers / Projects,*Customers / Projects,ERPS_Hitachi,Hitachi,,,,,,,,,Hitachi,,,N
*Customers / Projects,*Customers / Projects,ERPS_IWB,,,,,,,,,,ERPS_IWB,,,N
*Customers / Projects,*Customers / Projects,ERPS_IWB,IWB,,,,,,,,,IWB,,,N
*Customers / Projects,*Customers / Projects,ERPS_KSB,,,,,,,,,,ERPS_KSB,,,N
*Customers / Projects,*Customers / Projects,ERPS_KSB,KSB,,,,,,,,,KSB,,,N
*Customers / Projects,*Customers / Projects,ERPS_LOOMIS,,,,,,,,,,ERPS_LOOMIS,,,N
*Customers / Projects,*Customers / Projects,ERPS_LOOMIS,Loomis,,,,,,,,,Loomis,,,N
*Customers / Projects,*Customers / Projects,ERPS_MCOPTIK,,,,,,,,,,ERPS_MCOPTIK,,,N
*Customers / Projects,*Customers / Projects,ERPS_MCOPTIK,McOptik,,,,,,,,,McOptik,,,N
*Customers / Projects,*Customers / Projects,ERPS_MEDARTIS,,,,,,,,,,ERPS_MEDARTIS,,,N
*Customers / Projects,*Customers / Projects,ERPS_MEDARTIS,Medartis,,,,,,,,,Medartis,,,N
*Customers / Projects,*Customers / Projects,ERPS_MILCHPRODUZENT_MITTELLAND,,,,,,,,,,ERPS_MILCHPRODUZENT_MITTELLAND,,,N
*Customers / Projects,*Customers / Projects,ERPS_MILCHPRODUZENT_MITTELLAND,Milchproduzent Mittelland,,,,,,,,,Milchproduzent Mittelland,,,N
*Customers / Projects,*Customers / Projects,ERPS_MITEL,,,,,,,,,,ERPS_MITEL,,,N
*Customers / Projects,*Customers / Projects,ERPS_MITEL,Mitel,,,,,,,,,Mitel,,,N
*Customers / Projects,*Customers / Projects,ERPS_MSD,,,,,,,,,,ERPS_MSD,,,N
*Customers / Projects,*Customers / Projects,ERPS_MSD,MSD,,,,,,,,,MSD,,,N
*Customers / Projects,*Customers / Projects,ERPS_ORGANON,,,,,,,,,,ERPS_ORGANON,,,N
*Customers / Projects,*Customers / Projects,ERPS_ORGANON,Organon,,,,,,,,,Organon,,,N
*Customers / Projects,*Customers / Projects,ERPS_ORO_VIVO,,,,,,,,,,ERPS_ORO_VIVO,,,N
*Customers / Projects,*Customers / Projects,ERPS_ORO_VIVO,Oro Vivo,,,,,,,,,Oro Vivo,,,N
*Customers / Projects,*Customers / Projects,ERPS_PALISIS,,,,,,,,,,ERPS_PALISIS,,,N
*Customers / Projects,*Customers / Projects,ERPS_PALISIS,Palisis,,,,,,,,,Palisis,,,N
*Customers / Projects,*Customers / Projects,ERPS_PBL,,,,,,,,,,ERPS_PBL,,,N
*Customers / Projects,*Customers / Projects,ERPS_PBL,Psychiatrie Baselland,,,,,,,,,Psychiatrie Baselland,,,N
*Customers / Projects,*Customers / Projects,ERPS_PK_AETAS,,,,,,,,,,ERPS_PK_AETAS,,,N
*Customers / Projects,*Customers / Projects,ERPS_PK_AETAS,PK Aetas,,,,,,,,,PK Aetas,,,N
*Customers / Projects,*Customers / Projects,ERPS_PSI_CRO,,,,,,,,,,ERPS_PSI_CRO,,,N
*Customers / Projects,*Customers / Projects,ERPS_PSI_CRO,PSI CRO,,,,,,,,,PSI CRO,,,N
*Customers / Projects,*Customers / Projects,ERPS_REGA,,,,,,,,,,ERPS_REGA,,,N
*Customers / Projects,*Customers / Projects,ERPS_REGA,REGA,,,,,,,,,REGA,,,N
*Customers / Projects,*Customers / Projects,ERPS_REISHAUER,,,,,,,,,,ERPS_REISHAUER,,,N
*Customers / Projects,*Customers / Projects,ERPS_REISHAUER,Reisenhauer,,,,,,,,,Reisenhauer,,,N
*Customers / Projects,*Customers / Projects,ERPS_RÜSCHLIKON,,,,,,,,,,ERPS_RÜSCHLIKON,,,N
*Customers / Projects,*Customers / Projects,ERPS_RÜSCHLIKON,Gemeinde Rüschlikon,,,,,,,,,Gemeinde Rüschlikon,,,N
*Customers / Projects,*Customers / Projects,ERPS_Sanofi,,,,,,,,,,ERPS_Sanofi,,,N
*Customers / Projects,*Customers / Projects,ERPS_Sanofi,Sanofi,,,,,,,,,Sanofi,,,N
*Customers / Projects,*Customers / Projects,ERPS_SEE,,,,,,,,,,ERPS_SEE,,,N
*Customers / Projects,*Customers / Projects,ERPS_SEE,SEE,,,,,,,,,SEE,,,N
*Customers / Projects,*Customers / Projects,ERPS_SMAHRT,,,,,,,,,,ERPS_SMAHRT,,,N
*Customers / Projects,*Customers / Projects,ERPS_SMAHRT,Smahrt,,,,,,,,,Smahrt,,,N
*Customers / Projects,*Customers / Projects,ERPS_SPITAL_THURGAU,,,,,,,,,,ERPS_SPITAL_THURGAU,,,N
*Customers / Projects,*Customers / Projects,ERPS_SPITAL_THURGAU,Spital Thurgau,,,,,,,,,Spital Thurgau,,,N
*Customers / Projects,*Customers / Projects,ERPS_STARBUCKS,,,,,,,,,,ERPS_STARBUCKS,,,N
*Customers / Projects,*Customers / Projects,ERPS_STARBUCKS,Starbucks,,,,,,,,,Starbucks,,,N
*Customers / Projects,*Customers / Projects,ERPS_TEMPOBRAIN,,,,,,,,,,ERPS_TEMPOBRAIN,,,N
*Customers / Projects,*Customers / Projects,ERPS_TEMPOBRAIN,Tempobrain,,,,,,,,,Tempobrain,,,N
*Customers / Projects,*Customers / Projects,ERPS_THOMAS_SCHNEIDER,,,,,,,,,,ERPS_THOMAS_SCHNEIDER,,,N
*Customers / Projects,*Customers / Projects,ERPS_THOMAS_SCHNEIDER,Thomas Schneider Treuhand,,,,,,,,,Thomas Schneider Treuhand,,,N
*Customers / Projects,*Customers / Projects,ERPS_WÖFLIHUUS,,,,,,,,,,ERPS_WÖFLIHUUS,,,N
*Customers / Projects,*Customers / Projects,ERPS_WÖFLIHUUS,Wöflihuus,,,,,,,,,Wöflihuus,,,N
*Customers / Projects,*Customers / Projects,ERPS_WOOD_GROUP_HIT,,,,,,,,,,ERPS_WOOD_GROUP_HIT,,,N
*Customers / Projects,*Customers / Projects,ERPS_WOOD_GROUP_HIT,Wood Group HIT,,,,,,,,,Wood Group HIT,,,N
*Customers / Projects,*Customers / Projects,ERPS_ZEPPELIN,,,,,,,,,,ERPS_ZEPPELIN,,,N
